1_двигатель_включен,1_ручной_тормоз,1_фары_включены,1_тип_кузова,1_привод,1_топливо,1_скорость,1_угол_поворота,1_дистанция_до_объекта,1_температура_двигателя,2_двигатель_включен,2_ручной_тормоз,2_фары_включены,2_тип_кузова,2_привод,2_топливо,2_скорость,2_угол_поворота,2_дистанция_до_объекта,2_температура_двигателя,collision
0.0,1.0,0.0,1.0,1.0,0.0,0.20894411843663807,-44.6008241754478,36.43527032892526,81.69085893179991,0.0,0.0,1.0,1.0,0.0,0.0,171.0493980270112,-50.6196536005958,50.01222159668909,92.93795050727304,0
1.0,0.0,1.0,1.0,2.0,3.0,28.780538323957792,-149.02943822019472,24.550566868596356,102.78013324456683,0.0,1.0,1.0,2.0,1.0,2.0,96.11661894491772,146.10086563442536,42.090904340475596,94.60318259468302,0
0.0,1.0,1.0,2.0,1.0,2.0,96.11661894491772,146.10086563442536,42.090904340475596,94.60318259468302,1.0,0.0,0.0,2.0,2.0,1.0,115.55315965425208,-107.54302090932948,55.88399935412611,72.21307267494146,0
0.0,1.0,1.0,2.0,1.0,2.0,96.11661894491772,146.10086563442536,42.090904340475596,94.60318259468302,0.0,1.0,0.0,1.0,1.0,0.0,143.99754046884055,-40.15302881956424,15.30867575615924,86.49767511866068,0
0.0,0.0,0.0,3.0,2.0,2.0,108.48232624855511,16.23604168075093,34.27459474869384,97.29967953431814,1.0,0.0,0.0,2.0,2.0,1.0,115.55315965425208,-107.54302090932948,55.88399935412611,72.21307267494146,0
1.0,1.0,1.0,1.0,0.0,0.0,138.51743170193853,-55.57550328336316,92.0160423702381,85.51650157824238,0.0,1.0,0.0,1.0,1.0,0.0,143.99754046884055,-40.15302881956424,15.30867575615924,86.49767511866068,0
0.0,1.0,0.0,1.0,1.0,0.0,0.20894411843663807,-44.6008241754478,36.43527032892526,81.69085893179991,0.0,1.0,0.0,1.0,1.0,0.0,143.99754046884055,-40.15302881956424,15.30867575615924,86.49767511866068,1
0.0,0.0,1.0,2.0,2.0,1.0,13.713887871259,100.94957781512875,5.496500867361256,88.64528139794628,0.0,1.0,1.0,0.0,0.0,3.0,75.48346481817183,-27.653210239406945,21.099179220926064,84.2213692250217,0
0.0,0.0,0.0,3.0,2.0,2.0,108.48232624855511,16.23604168075093,34.27459474869384,97.29967953431814,0.0,1.0,0.0,1.0,2.0,1.0,174.98912930124362,-104.81121931036749,12.815071358282804,85.05549843775138,0
0.0,0.0,0.0,3.0,2.0,2.0,108.48232624855511,16.23604168075093,34.27459474869384,97.29967953431814,1.0,0.0,1.0,1.0,2.0,3.0,28.780538323957792,-149.02943822019472,24.550566868596356,102.78013324456683,0
1.0,1.0,1.0,1.0,0.0,0.0,138.51743170193853,-55.57550328336316,92.0160423702381,85.51650157824238,0.0,1.0,0.0,1.0,1.0,0.0,0.20894411843663807,-44.6008241754478,36.43527032892526,81.69085893179991,0
0.0,1.0,0.0,1.0,1.0,0.0,0.20894411843663807,-44.6008241754478,36.43527032892526,81.69085893179991,1.0,1.0,1.0,0.0,1.0,0.0,29.921214256063735,31.287146492887643,54.827098493841056,97.71468672185381,0
1.0,0.0,0.0,2.0,0.0,1.0,131.41576579025434,-30.517891811322357,137.22944106556454,89.4735579601533,0.0,0.0,1.0,2.0,2.0,1.0,13.713887871259,100.94957781512875,5.496500867361256,88.64528139794628,0
0.0,1.0,1.0,3.0,1.0,1.0,186.25330466392498,-118.0168110742323,20.615885899164173,93.05141899113677,1.0,0.0,0.0,2.0,2.0,1.0,115.55315965425208,-107.54302090932948,55.88399935412611,72.21307267494146,0
1.0,0.0,1.0,1.0,2.0,3.0,28.780538323957792,-149.02943822019472,24.550566868596356,102.78013324456683,0.0,0.0,1.0,2.0,2.0,1.0,13.713887871259,100.94957781512875,5.496500867361256,88.64528139794628,0
0.0,0.0,0.0,3.0,2.0,2.0,108.48232624855511,16.23604168075093,34.27459474869384,97.29967953431814,1.0,1.0,1.0,1.0,0.0,0.0,138.51743170193853,-55.57550328336316,92.0160423702381,85.51650157824238,0
1.0,1.0,0.0,1.0,0.0,2.0,83.40100868685481,19.621557540961874,81.7314507556868,85.3760681163304,0.0,1.0,0.0,1.0,1.0,0.0,143.99754046884055,-40.15302881956424,15.30867575615924,86.49767511866068,0
0.0,1.0,1.0,0.0,0.0,3.0,75.48346481817183,-27.653210239406945,21.099179220926064,84.2213692250217,0.0,0.0,1.0,1.0,0.0,0.0,171.0493980270112,-50.6196536005958,50.01222159668909,92.93795050727304,0
0.0,1.0,1.0,3.0,1.0,1.0,186.25330466392498,-118.0168110742323,20.615885899164173,93.05141899113677,0.0,0.0,1.0,2.0,2.0,1.0,13.713887871259,100.94957781512875,5.496500867361256,88.64528139794628,0
0.0,1.0,0.0,1.0,1.0,0.0,143.99754046884055,-40.15302881956424,15.30867575615924,86.49767511866068,0.0,0.0,1.0,1.0,0.0,0.0,171.0493980270112,-50.6196536005958,50.01222159668909,92.93795050727304,0
1.0,0.0,0.0,2.0,0.0,1.0,131.41576579025434,-30.517891811322357,137.22944106556454,89.4735579601533,0.0,1.0,1.0,0.0,0.0,3.0,75.48346481817183,-27.653210239406945,21.099179220926064,84.2213692250217,0
0.0,0.0,0.0,3.0,2.0,2.0,108.48232624855511,16.23604168075093,34.27459474869384,97.29967953431814,0.0,1.0,1.0,2.0,1.0,2.0,96.11661894491772,146.10086563442536,42.090904340475596,94.60318259468302,0
0.0,0.0,1.0,2.0,2.0,1.0,13.713887871259,100.94957781512875,5.496500867361256,88.64528139794628,1.0,0.0,0.0,2.0,2.0,1.0,115.55315965425208,-107.54302090932948,55.88399935412611,72.21307267494146,1
1.0,0.0,0.0,2.0,0.0,1.0,131.41576579025434,-30.517891811322357,137.22944106556454,89.4735579601533,1.0,1.0,1.0,0.0,1.0,0.0,29.921214256063735,31.287146492887643,54.827098493841056,97.71468672185381,0
0.0,0.0,0.0,3.0,2.0,2.0,108.48232624855511,16.23604168075093,34.27459474869384,97.29967953431814,1.0,1.0,0.0,1.0,0.0,2.0,83.40100868685481,19.621557540961874,81.7314507556868,85.3760681163304,0
1.0,0.0,0.0,2.0,0.0,1.0,131.41576579025434,-30.517891811322357,137.22944106556454,89.4735579601533,0.0,0.0,1.0,1.0,0.0,0.0,171.0493980270112,-50.6196536005958,50.01222159668909,92.93795050727304,0
1.0,1.0,1.0,1.0,0.0,0.0,138.51743170193853,-55.57550328336316,92.0160423702381,85.51650157824238,1.0,1.0,1.0,0.0,1.0,0.0,29.921214256063735,31.287146492887643,54.827098493841056,97.71468672185381,1
0.0,0.0,0.0,3.0,2.0,2.0,108.48232624855511,16.23604168075093,34.27459474869384,97.29967953431814,0.0,1.0,1.0,0.0,0.0,3.0,75.48346481817183,-27.653210239406945,21.099179220926064,84.2213692250217,0
1.0,1.0,1.0,1.0,0.0,0.0,138.51743170193853,-55.57550328336316,92.0160423702381,85.51650157824238,0.0,0.0,1.0,2.0,2.0,1.0,13.713887871259,100.94957781512875,5.496500867361256,88.64528139794628,0
1.0,0.0,0.0,2.0,0.0,1.0,131.41576579025434,-30.517891811322357,137.22944106556454,89.4735579601533,1.0,0.0,0.0,2.0,2.0,1.0,115.55315965425208,-107.54302090932948,55.88399935412611,72.21307267494146,1
1.0,0.0,1.0,1.0,2.0,3.0,28.780538323957792,-149.02943822019472,24.550566868596356,102.78013324456683,1.0,1.0,1.0,0.0,1.0,0.0,29.921214256063735,31.287146492887643,54.827098493841056,97.71468672185381,0
1.0,0.0,1.0,1.0,2.0,3.0,28.780538323957792,-149.02943822019472,24.550566868596356,102.78013324456683,0.0,1.0,0.0,1.0,1.0,0.0,0.20894411843663807,-44.6008241754478,36.43527032892526,81.69085893179991,0
0.0,1.0,1.0,3.0,1.0,1.0,186.25330466392498,-118.0168110742323,20.615885899164173,93.05141899113677,1.0,1.0,0.0,1.0,0.0,2.0,83.40100868685481,19.621557540961874,81.7314507556868,85.3760681163304,0
0.0,0.0,1.0,2.0,2.0,1.0,13.713887871259,100.94957781512875,5.496500867361256,88.64528139794628,0.0,0.0,1.0,1.0,0.0,0.0,171.0493980270112,-50.6196536005958,50.01222159668909,92.93795050727304,0
1.0,1.0,0.0,1.0,0.0,2.0,83.40100868685481,19.621557540961874,81.7314507556868,85.3760681163304,0.0,0.0,1.0,1.0,0.0,0.0,171.0493980270112,-50.6196536005958,50.01222159668909,92.93795050727304,0
0.0,1.0,1.0,3.0,1.0,1.0,186.25330466392498,-118.0168110742323,20.615885899164173,93.05141899113677,0.0,0.0,1.0,1.0,0.0,0.0,171.0493980270112,-50.6196536005958,50.01222159668909,92.93795050727304,0
1.0,0.0,0.0,2.0,0.0,1.0,131.41576579025434,-30.517891811322357,137.22944106556454,89.4735579601533,0.0,1.0,1.0,3.0,1.0,1.0,186.25330466392498,-118.0168110742323,20.615885899164173,93.05141899113677,0
0.0,0.0,1.0,2.0,2.0,1.0,13.713887871259,100.94957781512875,5.496500867361256,88.64528139794628,1.0,1.0,0.0,1.0,0.0,2.0,83.40100868685481,19.621557540961874,81.7314507556868,85.3760681163304,0
1.0,0.0,1.0,1.0,2.0,3.0,28.780538323957792,-149.02943822019472,24.550566868596356,102.78013324456683,0.0,1.0,0.0,1.0,2.0,1.0,174.98912930124362,-104.81121931036749,12.815071358282804,85.05549843775138,0
1.0,0.0,0.0,2.0,2.0,1.0,115.55315965425208,-107.54302090932948,55.88399935412611,72.21307267494146,0.0,1.0,0.0,1.0,1.0,0.0,143.99754046884055,-40.15302881956424,15.30867575615924,86.49767511866068,0
1.0,1.0,1.0,1.0,0.0,0.0,138.51743170193853,-55.57550328336316,92.0160423702381,85.51650157824238,0.0,1.0,1.0,0.0,0.0,3.0,75.48346481817183,-27.653210239406945,21.099179220926064,84.2213692250217,0
0.0,1.0,0.0,1.0,1.0,0.0,0.20894411843663807,-44.6008241754478,36.43527032892526,81.69085893179991,0.0,1.0,1.0,0.0,0.0,3.0,75.48346481817183,-27.653210239406945,21.099179220926064,84.2213692250217,0
0.0,1.0,1.0,3.0,1.0,1.0,186.25330466392498,-118.0168110742323,20.615885899164173,93.05141899113677,0.0,1.0,0.0,1.0,1.0,0.0,143.99754046884055,-40.15302881956424,15.30867575615924,86.49767511866068,0
1.0,0.0,0.0,2.0,0.0,1.0,131.41576579025434,-30.517891811322357,137.22944106556454,89.4735579601533,0.0,1.0,0.0,1.0,1.0,0.0,0.20894411843663807,-44.6008241754478,36.43527032892526,81.69085893179991,0
0.0,1.0,0.0,1.0,2.0,1.0,174.98912930124362,-104.81121931036749,12.815071358282804,85.05549843775138,0.0,0.0,1.0,1.0,0.0,0.0,171.0493980270112,-50.6196536005958,50.01222159668909,92.93795050727304,0
1.0,0.0,1.0,1.0,2.0,3.0,28.780538323957792,-149.02943822019472,24.550566868596356,102.78013324456683,0.0,1.0,1.0,0.0,0.0,3.0,75.48346481817183,-27.653210239406945,21.099179220926064,84.2213692250217,0
0.0,1.0,1.0,0.0,0.0,3.0,75.48346481817183,-27.653210239406945,21.099179220926064,84.2213692250217,1.0,1.0,0.0,1.0,0.0,2.0,83.40100868685481,19.621557540961874,81.7314507556868,85.3760681163304,0
0.0,1.0,1.0,3.0,1.0,1.0,186.25330466392498,-118.0168110742323,20.615885899164173,93.05141899113677,1.0,1.0,1.0,0.0,1.0,0.0,29.921214256063735,31.287146492887643,54.827098493841056,97.71468672185381,0
1.0,1.0,1.0,0.0,1.0,0.0,29.921214256063735,31.287146492887643,54.827098493841056,97.71468672185381,0.0,1.0,0.0,1.0,1.0,0.0,143.99754046884055,-40.15302881956424,15.30867575615924,86.49767511866068,0
1.0,1.0,1.0,0.0,1.0,0.0,29.921214256063735,31.287146492887643,54.827098493841056,97.71468672185381,0.0,1.0,1.0,0.0,0.0,3.0,75.48346481817183,-27.653210239406945,21.099179220926064,84.2213692250217,0
1.0,0.0,1.0,1.0,2.0,3.0,28.780538323957792,-149.02943822019472,24.550566868596356,102.78013324456683,1.0,0.0,0.0,2.0,0.0,1.0,131.41576579025434,-30.517891811322357,137.22944106556454,89.4735579601533,0
0.0,1.0,1.0,2.0,1.0,2.0,96.11661894491772,146.10086563442536,42.090904340475596,94.60318259468302,1.0,1.0,0.0,1.0,0.0,2.0,83.40100868685481,19.621557540961874,81.7314507556868,85.3760681163304,0
0.0,0.0,0.0,3.0,2.0,2.0,108.48232624855511,16.23604168075093,34.27459474869384,97.29967953431814,0.0,1.0,1.0,3.0,1.0,1.0,186.25330466392498,-118.0168110742323,20.615885899164173,93.05141899113677,0
0.0,1.0,0.0,1.0,2.0,1.0,174.98912930124362,-104.81121931036749,12.815071358282804,85.05549843775138,0.0,1.0,1.0,0.0,0.0,3.0,75.48346481817183,-27.653210239406945,21.099179220926064,84.2213692250217,0
0.0,1.0,1.0,3.0,1.0,1.0,186.25330466392498,-118.0168110742323,20.615885899164173,93.05141899113677,0.0,1.0,1.0,0.0,0.0,3.0,75.48346481817183,-27.653210239406945,21.099179220926064,84.2213692250217,0
1.0,0.0,1.0,1.0,2.0,3.0,28.780538323957792,-149.02943822019472,24.550566868596356,102.78013324456683,0.0,0.0,1.0,1.0,0.0,0.0,171.0493980270112,-50.6196536005958,50.01222159668909,92.93795050727304,0
1.0,0.0,1.0,1.0,2.0,3.0,28.780538323957792,-149.02943822019472,24.550566868596356,102.78013324456683,0.0,1.0,1.0,3.0,1.0,1.0,186.25330466392498,-118.0168110742323,20.615885899164173,93.05141899113677,0
0.0,0.0,0.0,3.0,2.0,2.0,108.48232624855511,16.23604168075093,34.27459474869384,97.29967953431814,0.0,0.0,1.0,1.0,0.0,0.0,171.0493980270112,-50.6196536005958,50.01222159668909,92.93795050727304,0
1.0,0.0,0.0,2.0,0.0,1.0,131.41576579025434,-30.517891811322357,137.22944106556454,89.4735579601533,0.0,1.0,0.0,1.0,1.0,0.0,143.99754046884055,-40.15302881956424,15.30867575615924,86.49767511866068,0
1.0,0.0,0.0,2.0,0.0,1.0,131.41576579025434,-30.517891811322357,137.22944106556454,89.4735579601533,1.0,1.0,0.0,1.0,0.0,2.0,83.40100868685481,19.621557540961874,81.7314507556868,85.3760681163304,0
1.0,1.0,1.0,1.0,0.0,0.0,138.51743170193853,-55.57550328336316,92.0160423702381,85.51650157824238,1.0,1.0,0.0,1.0,0.0,2.0,83.40100868685481,19.621557540961874,81.7314507556868,85.3760681163304,1
0.0,1.0,0.0,1.0,2.0,1.0,174.98912930124362,-104.81121931036749,12.815071358282804,85.05549843775138,1.0,0.0,0.0,2.0,2.0,1.0,115.55315965425208,-107.54302090932948,55.88399935412611,72.21307267494146,0
1.0,1.0,1.0,1.0,0.0,0.0,138.51743170193853,-55.57550328336316,92.0160423702381,85.51650157824238,0.0,0.0,1.0,1.0,0.0,0.0,171.0493980270112,-50.6196536005958,50.01222159668909,92.93795050727304,1
0.0,1.0,0.0,1.0,2.0,1.0,174.98912930124362,-104.81121931036749,12.815071358282804,85.05549843775138,0.0,1.0,0.0,1.0,1.0,0.0,0.20894411843663807,-44.6008241754478,36.43527032892526,81.69085893179991,1
0.0,0.0,0.0,3.0,2.0,2.0,108.48232624855511,16.23604168075093,34.27459474869384,97.29967953431814,1.0,0.0,0.0,2.0,0.0,1.0,131.41576579025434,-30.517891811322357,137.22944106556454,89.4735579601533,0
0.0,0.0,0.0,3.0,2.0,2.0,108.48232624855511,16.23604168075093,34.27459474869384,97.29967953431814,0.0,1.0,0.0,1.0,1.0,0.0,143.99754046884055,-40.15302881956424,15.30867575615924,86.49767511866068,0
1.0,1.0,1.0,1.0,0.0,0.0,138.51743170193853,-55.57550328336316,92.0160423702381,85.51650157824238,0.0,1.0,1.0,2.0,1.0,2.0,96.11661894491772,146.10086563442536,42.090904340475596,94.60318259468302,0
1.0,1.0,1.0,1.0,0.0,0.0,138.51743170193853,-55.57550328336316,92.0160423702381,85.51650157824238,1.0,0.0,0.0,2.0,2.0,1.0,115.55315965425208,-107.54302090932948,55.88399935412611,72.21307267494146,0
0.0,0.0,1.0,2.0,2.0,1.0,13.713887871259,100.94957781512875,5.496500867361256,88.64528139794628,0.0,1.0,0.0,1.0,1.0,0.0,143.99754046884055,-40.15302881956424,15.30867575615924,86.49767511866068,0
1.0,1.0,1.0,0.0,1.0,0.0,29.921214256063735,31.287146492887643,54.827098493841056,97.71468672185381,0.0,0.0,1.0,2.0,2.0,1.0,13.713887871259,100.94957781512875,5.496500867361256,88.64528139794628,0
0.0,1.0,0.0,1.0,1.0,0.0,0.20894411843663807,-44.6008241754478,36.43527032892526,81.69085893179991,1.0,0.0,0.0,2.0,2.0,1.0,115.55315965425208,-107.54302090932948,55.88399935412611,72.21307267494146,0
1.0,0.0,1.0,1.0,2.0,3.0,28.780538323957792,-149.02943822019472,24.550566868596356,102.78013324456683,0.0,1.0,0.0,1.0,1.0,0.0,143.99754046884055,-40.15302881956424,15.30867575615924,86.49767511866068,0
0.0,1.0,0.0,1.0,2.0,1.0,174.98912930124362,-104.81121931036749,12.815071358282804,85.05549843775138,0.0,1.0,0.0,1.0,1.0,0.0,143.99754046884055,-40.15302881956424,15.30867575615924,86.49767511866068,1
0.0,1.0,1.0,2.0,1.0,2.0,96.11661894491772,146.10086563442536,42.090904340475596,94.60318259468302,1.0,1.0,1.0,0.0,1.0,0.0,29.921214256063735,31.287146492887643,54.827098493841056,97.71468672185381,0
1.0,1.0,1.0,0.0,1.0,0.0,29.921214256063735,31.287146492887643,54.827098493841056,97.71468672185381,0.0,0.0,1.0,1.0,0.0,0.0,171.0493980270112,-50.6196536005958,50.01222159668909,92.93795050727304,0
1.0,0.0,1.0,1.0,2.0,3.0,28.780538323957792,-149.02943822019472,24.550566868596356,102.78013324456683,1.0,1.0,0.0,1.0,0.0,2.0,83.40100868685481,19.621557540961874,81.7314507556868,85.3760681163304,0
0.0,1.0,1.0,3.0,1.0,1.0,186.25330466392498,-118.0168110742323,20.615885899164173,93.05141899113677,0.0,1.0,0.0,1.0,1.0,0.0,0.20894411843663807,-44.6008241754478,36.43527032892526,81.69085893179991,0
0.0,1.0,1.0,2.0,1.0,2.0,96.11661894491772,146.10086563442536,42.090904340475596,94.60318259468302,0.0,0.0,1.0,1.0,0.0,0.0,171.0493980270112,-50.6196536005958,50.01222159668909,92.93795050727304,0
0.0,0.0,0.0,3.0,2.0,2.0,108.48232624855511,16.23604168075093,34.27459474869384,97.29967953431814,0.0,0.0,1.0,2.0,2.0,1.0,13.713887871259,100.94957781512875,5.496500867361256,88.64528139794628,0
0.0,1.0,1.0,0.0,0.0,3.0,75.48346481817183,-27.653210239406945,21.099179220926064,84.2213692250217,0.0,1.0,0.0,1.0,1.0,0.0,143.99754046884055,-40.15302881956424,15.30867575615924,86.49767511866068,0
0.0,0.0,0.0,3.0,2.0,2.0,108.48232624855511,16.23604168075093,34.27459474869384,97.29967953431814,0.0,1.0,0.0,1.0,1.0,0.0,0.20894411843663807,-44.6008241754478,36.43527032892526,81.69085893179991,0
1.0,0.0,1.0,1.0,2.0,3.0,28.780538323957792,-149.02943822019472,24.550566868596356,102.78013324456683,1.0,1.0,1.0,1.0,0.0,0.0,138.51743170193853,-55.57550328336316,92.0160423702381,85.51650157824238,0
0.0,1.0,0.0,1.0,2.0,1.0,174.98912930124362,-104.81121931036749,12.815071358282804,85.05549843775138,1.0,1.0,0.0,1.0,0.0,2.0,83.40100868685481,19.621557540961874,81.7314507556868,85.3760681163304,0
0.0,1.0,0.0,1.0,1.0,0.0,0.20894411843663807,-44.6008241754478,36.43527032892526,81.69085893179991,0.0,0.0,1.0,2.0,2.0,1.0,13.713887871259,100.94957781512875,5.496500867361256,88.64528139794628,0
0.0,1.0,0.0,1.0,2.0,1.0,174.98912930124362,-104.81121931036749,12.815071358282804,85.05549843775138,0.0,0.0,1.0,2.0,2.0,1.0,13.713887871259,100.94957781512875,5.496500867361256,88.64528139794628,0
